x1,ep_assets_id,province,licence_number,uwi,current_operator,current_operator_parent,current_operator_parent_name,licensee,licensee_parent_company,licensee_parent_company_name,licence_date,current_status,current_status_standardised,well_type,well_type_standardised,confidential_release_date,abandon_date,surf_abandon_date,well_name,formation,field,pool,survey_system,surf_location,surf_township,surf_meridian,surf_range,surf_section,surf_lsd,surf_longitude,surf_latitude,surf_township_range,surf_quarter_unit,surf_unit,surf_block,surf_nts_map_sheet,surf_series,surf_area,surf_sheet,surf_quarter_section,bh_location,bh_township_range,bh_quarter_unit,bh_unit,bh_block,bh_nts_map_sheet,bh_series,bh_area,bh_sheet,bh_quarter_section,bh_longitude,bh_latitude,bh_township,bh_meridian,bh_range,bh_section,bh_lsd,ground_elevation,kb_elevation,total_depth,lahee_class,confidential,surface_owner,os_area,os_deposit,drilling_contractor,spud_date,final_drill_date,rig_release_date,days_drilling,drill_metres_per_day,tvd,well_profile,country,regulatory_agency,psac_area_code,psac_area_name,projected_depth,status_date,status_source,unit_id,unit_name,unit_flag,municipality,completion_date,agent,completed_flag,perf_flag,match,lateral_dist_m,cum_condensate_production_bbls,cum_gas_production_m_mcf,cum_oil_production_bbls,cum_production_hours,cum_water_production_bbls,prod_hours_vs_drill_date
571,2614542,Alberta,0490000,102081904707W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2018-07-12T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,BONTERRA 102 HZ PEMBINA 8-19-47-7,Cardium,Pembina,Cardium,DLS,16-13-047-08-W5,47,W5,8,13,16,-115.02855100000001,53.059664,047-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,08-19-047-07-W5,047-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.002798,53.065234999999994,47,W5,7,19,8,831.6,836.6,3275,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2018-07-26T00:00:00Z,2018-08-02T00:00:00Z,2018-08-04T00:00:00Z,7,467.86,1529.73,Directional,Canada,AER,AB2,Foothills Front,NA,2018-08-21T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1835.328750654456,0,21.81748344,17153.54256,11654,89340.94818,1.0359774136655857e-4
572,2620967,Alberta,0494488,100143404610W500,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2019-05-15T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,TAC 16-22 HZ PEMBINA 14-34-46-10,Cardium,Pembina,Cardium,DLS,16-22-046-10-W5,46,W5,10,22,16,-115.36014899999999,52.988,046-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,14-34-046-10-W5,046-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.368664,53.017277,46,W5,10,34,14,943.3,948.7,5573,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Twilight Drilling Ltd.,2019-06-12T00:00:00Z,2019-06-28T00:00:00Z,2019-06-30T00:00:00Z,16,348.31,1865.94,Directional,Canada,AER,AB2,Foothills Front,5536.6,2019-09-06T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,3310.054446744469,0,31.6244034,23698.70844,3153,0,2.2360940904139435e-5
573,2620964,Alberta,0494490,100133404610W500,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2019-05-15T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,TAC 16-22 HZ PEMBINA 13-34-46-10,Cardium,Pembina,Cardium,DLS,16-22-046-10-W5,46,W5,10,22,16,-115.36014899999999,52.987892,046-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,13-34-046-10-W5,046-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.374715,53.017182999999996,46,W5,10,34,13,943,948.4,5482,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Twilight Drilling Ltd.,2019-07-13T00:00:00Z,2019-07-25T00:00:00Z,2019-07-27T00:00:00Z,12,456.83,1870.83,Directional,Canada,AER,AB2,Foothills Front,5376,2019-09-05T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,3405.426527701594,0,16.27305984,18293.25432,3361,0,2.3448139218181413e-5
574,2620966,Alberta,0494489,100162404610W500,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2019-05-15T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,TAC 16-22 HZ PEMBINA 16-24-46-10,Cardium,Pembina,Cardium,DLS,16-22-046-10-W5,46,W5,10,22,16,-115.36014899999999,52.988108999999994,046-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-24-046-10-W5,046-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.30843,52.987745999999994,46,W5,10,24,16,943.1,948.5,5144,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Twilight Drilling Ltd.,2019-05-22T00:00:00Z,2019-06-05T00:00:00Z,2019-06-06T00:00:00Z,14,367.43,1855.12,Directional,Canada,AER,AB2,Foothills Front,5104.4,2019-09-04T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,3475.6917772806223,0,112.18452516,13135.61832,3514,0,2.527737495108533e-5
575,2605876,Alberta,0485078,103093604609W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2017-08-21T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,BONTERRA 103 HZ PEMBINA 9-36-46-9,Cardium,Pembina,Cardium,DLS,09-35-046-09-W5,46,W5,9,35,9,-115.188499,53.01207900000001,046-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-36-046-09-W5,046-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.163526,53.014035,46,W5,9,36,9,891.6,896.1,3320,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Tobiano Resources Inc.,2017-10-24T00:00:00Z,2017-10-31T00:00:00Z,2017-11-02T00:00:00Z,7,474.29,1697.32,Horizontal,Canada,AER,AB2,Foothills Front,3410,2017-11-30T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1691.1394597795932,0,152.08671768,29294.11452,18323,2646.11886,2.0649635760395255e-4
576,2605856,Alberta,0485068,102093604609W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2017-08-18T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,BONTERRA 102 HZ PEMBINA 9-36-46-9,Cardium,Pembina,Cardium,DLS,09-35-046-09-W5,46,W5,9,35,9,-115.188511,53.011989,046-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-36-046-09-W5,046-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.163389,53.01168199999999,46,W5,9,36,9,892.1,896.6,3274,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2017-11-02T00:00:00Z,2017-11-07T00:00:00Z,2017-11-09T00:00:00Z,5,654.8,1698.67,Horizontal,Canada,AER,AB2,Foothills Front,3360,2017-11-30T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1687.455858007016,0,154.2550464,32101.25226,18659,2850.53736,2.0885942760942762e-4
582,2583443,Alberta,0472610,100033204811W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2014-12-03T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,RIDGEBACK PEMBINA 3-32-48-11,Cardium,Pembina,Cardium,DLS,15-20-048-11-W5,48,W5,11,20,15,-115.57222,53.160985,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,03-32-048-11-W5,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.57729599999999,53.180930000000004,48,W5,11,32,3,982.8,987,4001,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-01-19T00:00:00Z,2015-02-02T00:00:00Z,2015-02-04T00:00:00Z,14,285.79,1885,Horizontal,Canada,AER,AB2,Foothills Front,4315,2017-04-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2247.1509162646194,0,175.66287816,73327.11738,40989,1371.80538,0.01897638888888889
583,2583444,Alberta,0472577,100023204811W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2014-12-03T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,RIDGEBACK PEMBINA 2-32-48-11,Cardium,Pembina,Cardium,DLS,15-20-048-11-W5,48,W5,11,20,15,-115.572,53.160957999999994,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-32-048-11-W5,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.571272,53.180563,48,W5,11,32,2,983.8,987.1,3887,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Ensign Drilling Inc.,2015-02-05T00:00:00Z,2015-02-17T00:00:00Z,2015-02-19T00:00:00Z,12,323.92,1881.99,Horizontal,Canada,AER,AB2,Foothills Front,4189,2017-04-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2184.0005784212517,0,192.49391184,82907.74074,41260,628.35102,0.011938657407407408
584,2583445,Alberta,0472578,100013204811W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2014-12-03T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,RIDGEBACK PEMBINA 1-32-48-11,Cardium,Pembina,Cardium,DLS,15-20-048-11-W5,48,W5,11,20,15,-115.57178,53.16093000000001,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-32-048-11-W5,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.56538300000001,53.180562,48,W5,11,32,1,984.2,987.3,4012,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-02-20T00:00:00Z,2015-03-04T00:00:00Z,2015-03-07T00:00:00Z,12,334.33,1879.74,Horizontal,Canada,AER,AB2,Foothills Front,4382,2017-04-01T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2227.976572542403,0,155.02844052,64904.4462,41105,588.0962999999999,0.008650042087542088
585,2598474,Alberta,0481798,100043104811W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2016-12-12T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,INPLAY OIL PEMBINA 4-31-48-11,Cardium,Pembina,Cardium,DLS,05-32-048-11-W5,48,W5,11,32,5,-115.58426100000001,53.182205,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-31-048-11-W5,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.60878899999999,53.178743000000004,48,W5,11,31,4,940.1,944.5,3558,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2017-01-11T00:00:00Z,2017-01-22T00:00:00Z,2017-01-25T00:00:00Z,11,323.45,1850.26,Horizontal,Canada,AER,AB2,Foothills Front,3400,2017-09-06T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1685.7963494864925,0,85.40178084,34146.06624,20267,3204.02412,3.1486142182450907e-4
586,2612339,Alberta,0488969,100022404811W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2018-04-26T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,RIDGEBACK HZ PEMBINA 2-24-48-11,Cardium,Pembina,Cardium,DLS,10-25-048-11-W5,48,W5,11,25,10,-115.47216100000001,53.172194999999995,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-24-048-11-W5,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.474566,53.148902,48,W5,11,24,2,939.9,944.9,4250,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2018-08-26T00:00:00Z,2018-09-04T00:00:00Z,2018-09-06T00:00:00Z,9,472.22,1807.87,Directional,Canada,AER,AB2,Foothills Front,4459,2019-01-03T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2599.059402718254,0,86.2740564,42763.72122,9313,0,8.074108752947704e-5
587,2615635,Alberta,0490848,100012404811W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2018-09-07T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,RIDGEBACK HZ PEMBINA 1-24-48-11,Cardium,Pembina,Cardium,DLS,10-25-048-11-W5,48,W5,11,25,10,-115.471953,53.172066,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-24-048-11-W5,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.46623400000001,53.148897999999996,48,W5,11,24,1,939.6,945,4400,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2018-10-09T00:00:00Z,2018-10-16T00:00:00Z,2018-10-18T00:00:00Z,7,628.57,1807.33,Directional,Canada,AER,AB2,Foothills Front,4606,2019-01-03T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2608.385167760468,0,73.64195244,39696.81474,9424,0,7.921138276984319e-5
588,2619840,Alberta,0493863,102080504307W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2019-02-25T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,OBE HZ WILLGR 8-5-43-7,Cardium,Willesden Green,Cardium Undefined,DLS,12-06-043-07-W5,43,W5,7,6,12,-115.012148,52.677414,043-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,08-05-043-07-W5,043-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.96985600000001,52.676609,43,W5,7,5,8,994.8,999.3,4636,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2019-10-01T00:00:00Z,2019-10-10T00:00:00Z,2019-10-11T00:00:00Z,9,515.11,1943.79,Directional,Canada,AER,AB2,Foothills Front,4500,2019-11-20T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2863.3253906860373,0,46.17763248,23126.965620000003,1773,32198.744160000002,1.182075652841782e-5
589,2583383,Alberta,0472750,102132104309W500,Bellatrix Exploration Ltd.,939,Bellatrix Exploration Ltd.,Bellatrix Exploration Ltd.,939,Bellatrix Exploration Ltd.,2014-12-08T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,BELLATRIX CRDM O WILLGR 13-21-43-9,Cardium,Willesden Green,Commingled Pool 007,DLS,13-16-043-09-W5,43,W5,9,16,13,-115.25738899999999,52.709607,043-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-21-043-09-W5,043-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.256739,52.725864,43,W5,9,21,13,1023.3,1028.4,3722,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Chinook Drilling Inc,2015-01-02T00:00:00Z,2015-01-19T00:00:00Z,2015-01-21T00:00:00Z,17,218.94,2107.87,Horizontal,Canada,AER,AB2,Foothills Front,3790,2016-03-24T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1810.7396067873235,0,1025.97263256,30870.3384,42033,1262.99184,0.04422664141414141
590,2583382,Alberta,0473410,100022004309W500,Taqa North Ltd.,1096,TAQA,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2014-12-17T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,YANGARRA HZ WILLGR 2-20-43-9,Cardium,Willesden Green,Commingled Pool 007,DLS,01-29-043-09-W5,43,W5,9,29,1,-115.264389,52.729668000000004,043-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-20-043-09-W5,043-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.265459,52.713454000000006,43,W5,9,20,2,1013.8,1018.3,3719,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-06-07T00:00:00Z,2015-06-18T00:00:00Z,2015-06-20T00:00:00Z,11,338.09,2107.85,Horizontal,Canada,AER,AB2,Foothills Front,3726.9,2016-01-25T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1806.874533417879,0,734.10287352,20657.59014,32273,4035.53568,0.002320062686910513
591,2580808,Alberta,0470965,100141104309W500,Shanghai Energy Corporation,8820,China Energy Reserve and Chemicals (International) Company Limited,Cenovus Energy Inc.,1424,Cenovus Energy Inc.,2014-10-29T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,CVE WILLGR 14-11-43-9,Cardium,Willesden Green,Commingled Pool 007,DLS,14-02-043-09-W5,43,W5,9,2,14,-115.19875900000001,52.682678,043-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,14-11-043-09-W5,043-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.200189,52.69671999999999,43,W5,9,11,14,1001.6,1006.1,3490,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-01-09T00:00:00Z,2015-01-26T00:00:00Z,2015-01-30T00:00:00Z,17,205.29,2054.97,Horizontal,Canada,AER,AB2,Foothills Front,3469,2015-02-27T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1566.5099028671189,0,1126.895268,49602.62076,35278,6594.855299999999,0.022683899176954733
592,2604827,Alberta,0484365,100103404308W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2017-07-06T00:00:00Z,Flowing,Active,Crude Oil,Oil,NA,NA,NA,WHITECAP WILLGR 10-34-43-8,Cardium,Willesden Green,Commingled Pool 007,DLS,15-03-044-08-W5,44,W5,8,3,15,-115.071402,52.769853000000005,044-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,10-34-043-08-W5,043-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.07533500000001,52.750439,43,W5,8,34,10,976.3,983.9,4308,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-08-10T00:00:00Z,2017-08-22T00:00:00Z,2017-08-25T00:00:00Z,12,359,1896.16,Horizontal,Canada,AER,AB2,Foothills Front,4293,2017-09-04T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2177.8254566105356,0,744.8421042,99387.01674,20166,8725.210560000001,2.4389004992453269e-4
593,2619526,Alberta,0493503,100093404308W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2019-01-21T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,WHITECAP WILLGR 9-34-43-8,Cardium,Willesden Green,Commingled Pool 007,DLS,15-03-044-08-W5,44,W5,8,3,15,-115.071846,52.769854,044-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,09-34-043-08-W5,043-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.066744,52.750457999999995,43,W5,8,34,9,975.6,980.5,4167,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-03-05T00:00:00Z,2019-03-14T00:00:00Z,2019-03-16T00:00:00Z,9,463,1894.97,Directional,Canada,AER,AB2,Foothills Front,NA,2019-03-31T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2186.877170088776,0,188.02305816,16945.35018,7058,6521.893620000001,5.353198873841076e-5
594,2620120,Alberta,0493958,100052304308W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2019-03-11T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,OBE HZ WILLGR 5-23-43-8,Cardium,Willesden Green,Cardium Undefined,DLS,07-24-043-08-W5,43,W5,8,24,7,-115.02733899999998,52.718185999999996,043-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,05-23-043-08-W5,043-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.062891,52.7186,43,W5,8,23,5,974.5,979.4,4172,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2019-07-28T00:00:00Z,2019-08-06T00:00:00Z,2019-08-08T00:00:00Z,9,463.56,1914.12,Directional,Canada,AER,AB2,Foothills Front,4300,2019-10-07T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2404.045262829866,0,71.14872756,20335.55238,2944,33291.282419999996,2.0391426734933616e-5
595,2620121,Alberta,0493959,102042304308W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2019-03-11T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,OBE 102 HZ WILLGR 4-23-43-8,Cardium,Willesden Green,Cardium Undefined,DLS,07-24-043-08-W5,43,W5,8,24,7,-115.027301,52.718053000000005,043-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,04-23-043-08-W5,043-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.06289,52.715479,43,W5,8,23,4,974.3,979.4,4280,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Nabors Drilling Limited,2019-08-08T00:00:00Z,2019-08-19T00:00:00Z,2019-08-20T00:00:00Z,11,389.09,1918.34,Directional,Canada,AER,AB2,Foothills Front,4400,2019-10-07T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,2423.200960541309,0,76.7037456,23101.80642,2991,30444.518939999998,2.0557040116125628e-5
596,2616730,Alberta,0491654,102091404811W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2018-10-29T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,RIDGEBACK HZ 102 PEMBINA 9-14-48-11,Cardium,Pembina,Cardium,DLS,08-15-048-11-W5,48,W5,11,15,8,-115.51688300000001,53.139278000000004,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,09-14-048-11-W5,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.489006,53.14165799999999,48,W5,11,14,9,932.4,936.9,3664,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2019-10-31T00:00:00Z,2019-11-07T00:00:00Z,2019-11-08T00:00:00Z,7,523.43,1828.9,Directional,Canada,AER,AB2,Foothills Front,3792,2020-02-22T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1885.5574423085561,NA,NA,NA,NA,NA,NA
597,2616731,Alberta,0491643,100091404811W500,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2018-10-29T00:00:00Z,Pumping,Active,Crude Oil,Oil,NA,NA,NA,RIDGEBACK HZ PEMBINA 9-14-48-11,Cardium,Pembina,Cardium,DLS,08-15-048-11-W5,48,W5,11,15,8,-115.51688100000001,53.13945699999999,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,09-14-048-11-W5,048-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-115.489066,53.144608,48,W5,11,14,9,932.3,937,3752,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2019-10-23T00:00:00Z,2019-10-29T00:00:00Z,2019-10-30T00:00:00Z,6,625.33,1827.77,Directional,Canada,AER,AB2,Foothills Front,4047,2020-02-22T00:00:00Z,AER,NA,NA,No,NA,NA,Unspecified,1,1,Yes,1948.953091653509,NA,NA,NA,NA,NA,NA
